INDICATOR_ID,INDICATOR_SHORT_NAME,Location Treatment Desc,Reporting Date,Target_Breach,Peer Average By Month,Rate Calculation By Month,Target
9,A&E - 4 hour target,NHS Dumfries & Galloway,01/10/2018 00:00,TRUE,0.87,0.81,0.95
9,A&E - 4 hour target,NHS Dumfries & Galloway,01/11/2018 00:00,TRUE,0.82,1.00,0.95
9,A&E - 4 hour target,NHS Dumfries & Galloway,01/12/2018 00:00,TRUE,0.69,0.81,0.95
16,Cancer 31 Day Waiting Times,NHS Dumfries & Galloway,01/07/2018 00:00,TRUE,0.84,0.89,0.95
16,Cancer 31 Day Waiting Times,NHS Dumfries & Galloway,01/08/2018 00:00,TRUE,0.83,0.86,0.95
16,Cancer 31 Day Waiting Times,NHS Dumfries & Galloway,01/09/2018 00:00,TRUE,0.71,0.99,0.95
17,Cancer 62 Day Waiting Times,NHS Dumfries & Galloway,01/01/2017 00:00,TRUE,0.68,0.75,0.95
17,Cancer 62 Day Waiting Times,NHS Dumfries & Galloway,01/02/2017 00:00,TRUE,0.75,0.93,0.95
17,Cancer 62 Day Waiting Times,NHS Dumfries & Galloway,01/03/2017 00:00,TRUE,0.61,0.67,0.95
17,Cancer 62 Day Waiting Times,NHS Dumfries & Galloway,01/10/2017 00:00,FALSE,0.95,0.99,0.95
17,Cancer 62 Day Waiting Times,NHS Dumfries & Galloway,01/11/2017 00:00,TRUE,0.60,0.95,0.95
17,Cancer 62 Day Waiting Times,NHS Dumfries & Galloway,01/12/2017 00:00,TRUE,0.75,0.72,0.95
17,Cancer 62 Day Waiting Times,NHS Dumfries & Galloway,01/01/2018 00:00,TRUE,0.83,0.99,0.95
17,Cancer 62 Day Waiting Times,NHS Dumfries & Galloway,01/02/2018 00:00,TRUE,0.92,0.65,0.95
17,Cancer 62 Day Waiting Times,NHS Dumfries & Galloway,01/03/2018 00:00,TRUE,0.77,0.75,0.95
17,Cancer 62 Day Waiting Times,NHS Dumfries & Galloway,01/04/2018 00:00,TRUE,0.63,0.80,0.95
17,Cancer 62 Day Waiting Times,NHS Dumfries & Galloway,01/05/2018 00:00,TRUE,0.73,0.79,0.95
17,Cancer 62 Day Waiting Times,NHS Dumfries & Galloway,01/06/2018 00:00,TRUE,0.74,0.93,0.95
17,Cancer 62 Day Waiting Times,NHS Dumfries & Galloway,01/07/2018 00:00,TRUE,0.69,0.60,0.95
17,Cancer 62 Day Waiting Times,NHS Dumfries & Galloway,01/08/2018 00:00,TRUE,0.73,0.92,0.95
17,Cancer 62 Day Waiting Times,NHS Dumfries & Galloway,01/09/2018 00:00,FALSE,0.95,0.74,0.95
17,Cancer 62 Day Waiting Times,NHS Dumfries & Galloway,01/10/2018 00:00,TRUE,0.75,0.85,0.95
17,Cancer 62 Day Waiting Times,NHS Dumfries & Galloway,01/11/2018 00:00,FALSE,0.98,0.80,0.95
17,Cancer 62 Day Waiting Times,NHS Dumfries & Galloway,01/12/2018 00:00,TRUE,0.75,0.85,0.95
31,Inpatient or Day Case 12 Week Waiting Times (completed),NHS Dumfries & Galloway,01/01/2017 00:00,TRUE,0.65,0.88,1
31,Inpatient or Day Case 12 Week Waiting Times (completed),NHS Dumfries & Galloway,01/02/2017 00:00,TRUE,0.79,0.68,1
31,Inpatient or Day Case 12 Week Waiting Times (completed),NHS Dumfries & Galloway,01/03/2017 00:00,TRUE,0.71,0.89,1
31,Inpatient or Day Case 12 Week Waiting Times (completed),NHS Dumfries & Galloway,01/04/2017 00:00,TRUE,0.96,0.89,1
31,Inpatient or Day Case 12 Week Waiting Times (completed),NHS Dumfries & Galloway,01/05/2017 00:00,TRUE,0.99,1.00,1
31,Inpatient or Day Case 12 Week Waiting Times (completed),NHS Dumfries & Galloway,01/06/2017 00:00,TRUE,0.73,0.70,1
31,Inpatient or Day Case 12 Week Waiting Times (completed),NHS Dumfries & Galloway,01/07/2017 00:00,TRUE,0.85,0.77,1
31,Inpatient or Day Case 12 Week Waiting Times (completed),NHS Dumfries & Galloway,01/08/2017 00:00,TRUE,0.99,0.95,1
31,Inpatient or Day Case 12 Week Waiting Times (completed),NHS Dumfries & Galloway,01/09/2017 00:00,TRUE,0.97,0.78,1
31,Inpatient or Day Case 12 Week Waiting Times (completed),NHS Dumfries & Galloway,01/10/2017 00:00,TRUE,0.71,0.65,1
31,Inpatient or Day Case 12 Week Waiting Times (completed),NHS Dumfries & Galloway,01/11/2017 00:00,TRUE,0.65,0.74,1
31,Inpatient or Day Case 12 Week Waiting Times (completed),NHS Dumfries & Galloway,01/12/2017 00:00,TRUE,0.60,0.72,1
31,Inpatient or Day Case 12 Week Waiting Times (completed),NHS Dumfries & Galloway,01/01/2018 00:00,TRUE,0.65,0.66,1
31,Inpatient or Day Case 12 Week Waiting Times (completed),NHS Dumfries & Galloway,01/02/2018 00:00,TRUE,0.96,0.65,1
31,Inpatient or Day Case 12 Week Waiting Times (completed),NHS Dumfries & Galloway,01/03/2018 00:00,TRUE,0.82,0.67,1
31,Inpatient or Day Case 12 Week Waiting Times (completed),NHS Dumfries & Galloway,01/04/2018 00:00,TRUE,0.91,0.77,1
31,Inpatient or Day Case 12 Week Waiting Times (completed),NHS Dumfries & Galloway,01/05/2018 00:00,TRUE,0.90,0.76,1
31,Inpatient or Day Case 12 Week Waiting Times (completed),NHS Dumfries & Galloway,01/06/2018 00:00,TRUE,0.60,0.68,1
31,Inpatient or Day Case 12 Week Waiting Times (completed),NHS Dumfries & Galloway,01/07/2018 00:00,TRUE,0.98,0.78,1
31,Inpatient or Day Case 12 Week Waiting Times (completed),NHS Dumfries & Galloway,01/08/2018 00:00,TRUE,0.64,0.76,1
31,Inpatient or Day Case 12 Week Waiting Times (completed),NHS Dumfries & Galloway,01/09/2018 00:00,TRUE,0.87,0.63,1
31,Inpatient or Day Case 12 Week Waiting Times (completed),NHS Dumfries & Galloway,01/10/2018 00:00,TRUE,0.67,0.63,1
31,Inpatient or Day Case 12 Week Waiting Times (completed),NHS Dumfries & Galloway,01/11/2018 00:00,TRUE,0.63,0.98,1
31,Inpatient or Day Case 12 Week Waiting Times (completed),NHS Dumfries & Galloway,01/12/2018 00:00,TRUE,0.64,0.97,1
7,18 weeks Referral to Treatment,NHS Fife,01/01/2017 00:00,FALSE,0.94,0.66,0.9
7,18 weeks Referral to Treatment,NHS Fife,01/02/2017 00:00,FALSE,0.92,0.71,0.9
7,18 weeks Referral to Treatment,NHS Fife,01/03/2017 00:00,TRUE,0.70,0.72,0.9
9,A&E - 4 hour target,NHS Fife,01/01/2017 00:00,FALSE,0.96,0.75,0.95
9,A&E - 4 hour target,NHS Fife,01/02/2017 00:00,TRUE,0.60,0.93,0.95
9,A&E - 4 hour target,NHS Fife,01/03/2017 00:00,TRUE,0.72,0.84,0.95
9,A&E - 4 hour target,NHS Fife,01/04/2017 00:00,TRUE,0.87,0.62,0.95
9,A&E - 4 hour target,NHS Fife,01/05/2017 00:00,TRUE,0.66,0.84,0.95
9,A&E - 4 hour target,NHS Fife,01/06/2017 00:00,TRUE,0.66,0.74,0.95
9,A&E - 4 hour target,NHS Fife,01/07/2017 00:00,TRUE,0.88,0.85,0.95
9,A&E - 4 hour target,NHS Fife,01/08/2017 00:00,TRUE,0.67,0.87,0.95
9,A&E - 4 hour target,NHS Fife,01/09/2017 00:00,TRUE,0.86,0.94,0.95
9,A&E - 4 hour target,NHS Fife,01/10/2017 00:00,TRUE,0.61,0.93,0.95
9,A&E - 4 hour target,NHS Fife,01/11/2017 00:00,TRUE,0.85,0.88,0.95
9,A&E - 4 hour target,NHS Fife,01/12/2017 00:00,TRUE,0.81,0.99,0.95
9,A&E - 4 hour target,NHS Fife,01/01/2018 00:00,FALSE,0.95,0.67,0.95
9,A&E - 4 hour target,NHS Fife,01/02/2018 00:00,TRUE,0.92,0.85,0.95
9,A&E - 4 hour target,NHS Fife,01/03/2018 00:00,TRUE,0.75,0.92,0.95
9,A&E - 4 hour target,NHS Fife,01/04/2018 00:00,FALSE,0.99,0.83,0.95
9,A&E - 4 hour target,NHS Fife,01/05/2018 00:00,TRUE,0.92,0.65,0.95
9,A&E - 4 hour target,NHS Fife,01/06/2018 00:00,TRUE,0.70,0.64,0.95
9,A&E - 4 hour target,NHS Fife,01/07/2018 00:00,TRUE,0.89,0.95,0.95
9,A&E - 4 hour target,NHS Fife,01/08/2018 00:00,TRUE,0.86,0.72,0.95
9,A&E - 4 hour target,NHS Fife,01/09/2018 00:00,TRUE,0.74,0.98,0.95
9,A&E - 4 hour target,NHS Fife,01/10/2018 00:00,FALSE,0.97,0.75,0.95
9,A&E - 4 hour target,NHS Fife,01/11/2018 00:00,TRUE,0.71,0.60,0.95
9,A&E - 4 hour target,NHS Fife,01/12/2018 00:00,TRUE,0.90,0.79,0.95
16,Cancer 31 Day Waiting Times,NHS Fife,01/01/2017 00:00,TRUE,0.79,0.71,0.95
16,Cancer 31 Day Waiting Times,NHS Fife,01/02/2017 00:00,TRUE,0.75,0.83,0.95
16,Cancer 31 Day Waiting Times,NHS Fife,01/03/2017 00:00,TRUE,0.66,0.75,0.95
16,Cancer 31 Day Waiting Times,NHS Fife,01/04/2017 00:00,TRUE,0.82,0.96,0.95
16,Cancer 31 Day Waiting Times,NHS Fife,01/05/2017 00:00,TRUE,0.71,0.63,0.95
16,Cancer 31 Day Waiting Times,NHS Fife,01/06/2017 00:00,TRUE,0.63,0.91,0.95
16,Cancer 31 Day Waiting Times,NHS Fife,01/07/2017 00:00,TRUE,0.68,0.94,0.95
16,Cancer 31 Day Waiting Times,NHS Fife,01/08/2017 00:00,FALSE,0.97,0.74,0.95
16,Cancer 31 Day Waiting Times,NHS Fife,01/09/2017 00:00,TRUE,0.60,0.82,0.95
16,Cancer 31 Day Waiting Times,NHS Fife,01/10/2017 00:00,TRUE,0.65,0.79,0.95
16,Cancer 31 Day Waiting Times,NHS Fife,01/11/2017 00:00,TRUE,0.68,0.79,0.95
16,Cancer 31 Day Waiting Times,NHS Fife,01/12/2017 00:00,TRUE,0.75,0.60,0.95
16,Cancer 31 Day Waiting Times,NHS Fife,01/01/2018 00:00,TRUE,0.85,0.96,0.95
16,Cancer 31 Day Waiting Times,NHS Fife,01/02/2018 00:00,FALSE,0.99,0.73,0.95
16,Cancer 31 Day Waiting Times,NHS Fife,01/03/2018 00:00,TRUE,0.74,0.99,0.95
16,Cancer 31 Day Waiting Times,NHS Fife,01/04/2018 00:00,TRUE,0.77,0.97,0.95
16,Cancer 31 Day Waiting Times,NHS Fife,01/05/2018 00:00,TRUE,0.84,0.80,0.95
16,Cancer 31 Day Waiting Times,NHS Fife,01/06/2018 00:00,TRUE,0.83,0.79,0.95
16,Cancer 31 Day Waiting Times,NHS Fife,01/07/2018 00:00,TRUE,0.94,0.68,0.95
16,Cancer 31 Day Waiting Times,NHS Fife,01/08/2018 00:00,TRUE,0.73,0.94,0.95
16,Cancer 31 Day Waiting Times,NHS Fife,01/09/2018 00:00,TRUE,0.92,0.91,0.95
16,Cancer 31 Day Waiting Times,NHS Fife,01/10/2018 00:00,FALSE,0.97,0.79,0.95
16,Cancer 31 Day Waiting Times,NHS Fife,01/11/2018 00:00,TRUE,0.83,0.91,0.95
16,Cancer 31 Day Waiting Times,NHS Fife,01/12/2018 00:00,TRUE,0.72,0.63,0.95
4,18 weeks CAMH Services Treatment,NHS Fife,01/01/2017 00:00,TRUE,0.80,0.82,0.9
4,18 weeks CAMH Services Treatment,NHS Fife,01/02/2017 00:00,TRUE,0.87,0.72,0.9
4,18 weeks CAMH Services Treatment,NHS Fife,01/03/2017 00:00,TRUE,0.87,0.90,0.9
4,18 weeks CAMH Services Treatment,NHS Fife,01/04/2017 00:00,TRUE,0.61,0.75,0.9
4,18 weeks CAMH Services Treatment,NHS Fife,01/05/2017 00:00,TRUE,0.71,0.72,0.9
4,18 weeks CAMH Services Treatment,NHS Fife,01/06/2017 00:00,TRUE,0.73,0.68,0.9
4,18 weeks CAMH Services Treatment,NHS Fife,01/07/2017 00:00,FALSE,0.93,0.97,0.9
4,18 weeks CAMH Services Treatment,NHS Fife,01/08/2017 00:00,TRUE,0.62,0.98,0.9
4,18 weeks CAMH Services Treatment,NHS Fife,01/09/2017 00:00,FALSE,1.00,0.70,0.9
4,18 weeks CAMH Services Treatment,NHS Fife,01/10/2017 00:00,TRUE,0.80,0.71,0.9
4,18 weeks CAMH Services Treatment,NHS Fife,01/11/2017 00:00,TRUE,0.73,0.90,0.9
4,18 weeks CAMH Services Treatment,NHS Fife,01/12/2017 00:00,TRUE,0.64,1.00,0.9
4,18 weeks CAMH Services Treatment,NHS Fife,01/01/2018 00:00,TRUE,0.61,0.88,0.9
4,18 weeks CAMH Services Treatment,NHS Fife,01/02/2018 00:00,TRUE,0.85,0.94,0.9
4,18 weeks CAMH Services Treatment,NHS Fife,01/03/2018 00:00,FALSE,0.95,0.75,0.9
4,18 weeks CAMH Services Treatment,NHS Fife,01/04/2018 00:00,TRUE,0.84,0.81,0.9
4,18 weeks CAMH Services Treatment,NHS Fife,01/05/2018 00:00,FALSE,0.97,0.71,0.9
4,18 weeks CAMH Services Treatment,NHS Fife,01/06/2018 00:00,FALSE,0.93,0.75,0.9
4,18 weeks CAMH Services Treatment,NHS Fife,01/07/2018 00:00,TRUE,0.87,0.62,0.9
4,18 weeks CAMH Services Treatment,NHS Fife,01/08/2018 00:00,TRUE,0.66,0.96,0.9
4,18 weeks CAMH Services Treatment,NHS Fife,01/09/2018 00:00,FALSE,0.99,0.90,0.9
4,18 weeks CAMH Services Treatment,NHS Fife,01/10/2018 00:00,TRUE,0.81,0.61,0.9
4,18 weeks CAMH Services Treatment,NHS Fife,01/11/2018 00:00,TRUE,0.81,0.95,0.9
4,18 weeks CAMH Services Treatment,NHS Fife,01/12/2018 00:00,TRUE,0.76,0.85,0.9
6,18 weeks All Ages Psychological Therapy Treatment,NHS Fife,01/01/2017 00:00,TRUE,0.79,0.87,0.9
6,18 weeks All Ages Psychological Therapy Treatment,NHS Fife,01/02/2017 00:00,TRUE,0.89,0.77,0.9
6,18 weeks All Ages Psychological Therapy Treatment,NHS Fife,01/03/2017 00:00,TRUE,0.71,0.66,0.9
6,18 weeks All Ages Psychological Therapy Treatment,NHS Fife,01/04/2017 00:00,FALSE,0.99,0.90,0.9
6,18 weeks All Ages Psychological Therapy Treatment,NHS Fife,01/05/2017 00:00,TRUE,0.76,0.82,0.9
6,18 weeks All Ages Psychological Therapy Treatment,NHS Fife,01/06/2017 00:00,TRUE,0.74,0.93,0.9
6,18 weeks All Ages Psychological Therapy Treatment,NHS Fife,01/07/2017 00:00,TRUE,0.71,0.80,0.9
6,18 weeks All Ages Psychological Therapy Treatment,NHS Fife,01/08/2017 00:00,TRUE,0.61,0.69,0.9
6,18 weeks All Ages Psychological Therapy Treatment,NHS Fife,01/09/2017 00:00,TRUE,0.74,0.77,0.9
6,18 weeks All Ages Psychological Therapy Treatment,NHS Fife,01/10/2017 00:00,TRUE,0.85,0.66,0.9
6,18 weeks All Ages Psychological Therapy Treatment,NHS Fife,01/11/2017 00:00,TRUE,0.85,0.87,0.9
6,18 weeks All Ages Psychological Therapy Treatment,NHS Fife,01/12/2017 00:00,TRUE,0.73,0.63,0.9
6,18 weeks All Ages Psychological Therapy Treatment,NHS Fife,01/01/2018 00:00,TRUE,0.88,0.89,0.9
6,18 weeks All Ages Psychological Therapy Treatment,NHS Fife,01/02/2018 00:00,TRUE,0.78,0.81,0.9
6,18 weeks All Ages Psychological Therapy Treatment,NHS Fife,01/03/2018 00:00,TRUE,0.60,0.84,0.9
6,18 weeks All Ages Psychological Therapy Treatment,NHS Fife,01/04/2018 00:00,TRUE,0.60,0.88,0.9
6,18 weeks All Ages Psychological Therapy Treatment,NHS Fife,01/05/2018 00:00,TRUE,0.82,0.72,0.9
6,18 weeks All Ages Psychological Therapy Treatment,NHS Fife,01/06/2018 00:00,TRUE,0.78,0.82,0.9
6,18 weeks All Ages Psychological Therapy Treatment,NHS Fife,01/07/2018 00:00,TRUE,0.60,0.93,0.9
6,18 weeks All Ages Psychological Therapy Treatment,NHS Fife,01/08/2018 00:00,TRUE,0.85,0.78,0.9
6,18 weeks All Ages Psychological Therapy Treatment,NHS Fife,01/09/2018 00:00,TRUE,0.67,0.82,0.9
6,18 weeks All Ages Psychological Therapy Treatment,NHS Fife,01/10/2018 00:00,TRUE,0.83,0.96,0.9
6,18 weeks All Ages Psychological Therapy Treatment,NHS Fife,01/11/2018 00:00,TRUE,0.83,0.86,0.9
6,18 weeks All Ages Psychological Therapy Treatment,NHS Fife,01/12/2018 00:00,TRUE,0.88,0.86,0.9
7,18 weeks Referral to Treatment,NHS Fife,01/01/2017 00:00,TRUE,0.62,0.79,0.9
7,18 weeks Referral to Treatment,NHS Fife,01/02/2017 00:00,TRUE,0.62,0.87,0.9
7,18 weeks Referral to Treatment,NHS Fife,01/03/2017 00:00,TRUE,0.83,0.85,0.9
7,18 weeks Referral to Treatment,NHS Fife,01/04/2017 00:00,TRUE,0.88,1.00,0.9
7,18 weeks Referral to Treatment,NHS Fife,01/05/2017 00:00,FALSE,0.98,0.75,0.9
7,18 weeks Referral to Treatment,NHS Fife,01/06/2017 00:00,FALSE,0.98,0.66,0.9
7,18 weeks Referral to Treatment,NHS Fife,01/07/2017 00:00,TRUE,0.87,0.89,0.9
7,18 weeks Referral to Treatment,NHS Fife,01/08/2017 00:00,TRUE,0.62,0.90,0.9
7,18 weeks Referral to Treatment,NHS Fife,01/09/2017 00:00,TRUE,0.60,0.77,0.9
7,18 weeks Referral to Treatment,NHS Fife,01/10/2017 00:00,TRUE,0.65,0.95,0.9
7,18 weeks Referral to Treatment,NHS Fife,01/11/2017 00:00,TRUE,0.75,0.76,0.9
7,18 weeks Referral to Treatment,NHS Fife,01/12/2017 00:00,FALSE,0.92,0.81,0.9
7,18 weeks Referral to Treatment,NHS Fife,01/01/2018 00:00,TRUE,0.89,0.83,0.9
7,18 weeks Referral to Treatment,NHS Fife,01/02/2018 00:00,TRUE,0.78,0.90,0.9
7,18 weeks Referral to Treatment,NHS Fife,01/03/2018 00:00,TRUE,0.64,0.94,0.9
7,18 weeks Referral to Treatment,NHS Fife,01/04/2018 00:00,TRUE,0.89,0.87,0.9
7,18 weeks Referral to Treatment,NHS Fife,01/05/2018 00:00,TRUE,0.61,0.81,0.9
7,18 weeks Referral to Treatment,NHS Fife,01/06/2018 00:00,TRUE,0.70,0.84,0.9
7,18 weeks Referral to Treatment,NHS Fife,01/07/2018 00:00,TRUE,0.70,0.69,0.9
7,18 weeks Referral to Treatment,NHS Fife,01/08/2018 00:00,FALSE,0.99,0.69,0.9
7,18 weeks Referral to Treatment,NHS Fife,01/09/2018 00:00,FALSE,0.93,0.88,0.9
7,18 weeks Referral to Treatment,NHS Fife,01/10/2018 00:00,TRUE,0.66,0.64,0.9
7,18 weeks Referral to Treatment,NHS Fife,01/11/2018 00:00,FALSE,0.99,0.84,0.9
7,18 weeks Referral to Treatment,NHS Fife,01/12/2018 00:00,FALSE,0.91,0.67,0.9
9,A&E - 4 hour target,NHS Fife,01/01/2017 00:00,TRUE,0.86,0.66,0.95
9,A&E - 4 hour target,NHS Fife,01/02/2017 00:00,TRUE,0.67,0.69,0.95
9,A&E - 4 hour target,NHS Fife,01/03/2017 00:00,TRUE,0.64,0.79,0.95
9,A&E - 4 hour target,NHS Fife,01/04/2017 00:00,TRUE,0.81,0.66,0.95
9,A&E - 4 hour target,NHS Fife,01/05/2017 00:00,FALSE,0.96,0.90,0.95
9,A&E - 4 hour target,NHS Fife,01/06/2017 00:00,TRUE,0.86,0.90,0.95
9,A&E - 4 hour target,NHS Fife,01/07/2017 00:00,TRUE,0.87,0.93,0.95
9,A&E - 4 hour target,NHS Fife,01/08/2017 00:00,TRUE,0.68,0.87,0.95
9,A&E - 4 hour target,NHS Fife,01/09/2017 00:00,TRUE,0.87,0.68,0.95
9,A&E - 4 hour target,NHS Fife,01/10/2017 00:00,TRUE,0.85,0.92,0.95
9,A&E - 4 hour target,NHS Fife,01/11/2017 00:00,TRUE,0.69,0.60,0.95
9,A&E - 4 hour target,NHS Fife,01/12/2017 00:00,TRUE,0.71,0.70,0.95
9,A&E - 4 hour target,NHS Fife,01/01/2018 00:00,TRUE,0.72,0.99,0.95
9,A&E - 4 hour target,NHS Fife,01/02/2018 00:00,TRUE,0.61,0.84,0.95
9,A&E - 4 hour target,NHS Fife,01/03/2018 00:00,TRUE,0.62,0.63,0.95
9,A&E - 4 hour target,NHS Fife,01/07/2018 00:00,TRUE,0.94,0.63,0.95
9,A&E - 4 hour target,NHS Fife,01/08/2018 00:00,TRUE,0.67,0.68,0.95
9,A&E - 4 hour target,NHS Fife,01/09/2018 00:00,TRUE,0.66,0.99,0.95
9,A&E - 4 hour target,NHS Fife,01/10/2018 00:00,TRUE,0.76,0.88,0.95
9,A&E - 4 hour target,NHS Fife,01/11/2018 00:00,TRUE,0.84,0.97,0.95
9,A&E - 4 hour target,NHS Fife,01/12/2018 00:00,TRUE,0.73,0.72,0.95
16,Cancer 31 Day Waiting Times,NHS Fife,01/07/2018 00:00,TRUE,0.69,0.73,0.95
16,Cancer 31 Day Waiting Times,NHS Fife,01/08/2018 00:00,TRUE,0.63,0.89,0.95
16,Cancer 31 Day Waiting Times,NHS Fife,01/09/2018 00:00,TRUE,0.73,0.62,0.95
16,Cancer 31 Day Waiting Times,NHS Fife,01/10/2018 00:00,TRUE,0.69,0.78,0.95
16,Cancer 31 Day Waiting Times,NHS Fife,01/11/2018 00:00,TRUE,0.82,0.78,0.95
16,Cancer 31 Day Waiting Times,NHS Fife,01/12/2018 00:00,TRUE,0.73,0.77,0.95
17,Cancer 62 Day Waiting Times,NHS Fife,01/01/2017 00:00,TRUE,0.85,0.66,0.95
17,Cancer 62 Day Waiting Times,NHS Fife,01/02/2017 00:00,FALSE,0.95,0.99,0.95
17,Cancer 62 Day Waiting Times,NHS Fife,01/03/2017 00:00,TRUE,0.68,0.73,0.95
17,Cancer 62 Day Waiting Times,NHS Fife,01/04/2017 00:00,TRUE,0.72,0.89,0.95
17,Cancer 62 Day Waiting Times,NHS Fife,01/05/2017 00:00,TRUE,0.77,0.94,0.95
17,Cancer 62 Day Waiting Times,NHS Fife,01/06/2017 00:00,TRUE,0.93,0.71,0.95
17,Cancer 62 Day Waiting Times,NHS Fife,01/07/2017 00:00,TRUE,0.83,0.71,0.95
17,Cancer 62 Day Waiting Times,NHS Fife,01/08/2017 00:00,TRUE,0.71,0.64,0.95
17,Cancer 62 Day Waiting Times,NHS Fife,01/09/2017 00:00,TRUE,0.75,0.71,0.95
17,Cancer 62 Day Waiting Times,NHS Fife,01/10/2017 00:00,TRUE,0.81,0.72,0.95
17,Cancer 62 Day Waiting Times,NHS Fife,01/11/2017 00:00,FALSE,0.98,0.66,0.95
17,Cancer 62 Day Waiting Times,NHS Fife,01/12/2017 00:00,TRUE,0.61,0.89,0.95
17,Cancer 62 Day Waiting Times,NHS Fife,01/01/2018 00:00,TRUE,0.60,0.74,0.95
17,Cancer 62 Day Waiting Times,NHS Fife,01/02/2018 00:00,TRUE,0.64,0.76,0.95
17,Cancer 62 Day Waiting Times,NHS Fife,01/03/2018 00:00,TRUE,0.93,0.66,0.95
17,Cancer 62 Day Waiting Times,NHS Fife,01/04/2018 00:00,TRUE,0.60,0.87,0.95
17,Cancer 62 Day Waiting Times,NHS Fife,01/05/2018 00:00,TRUE,0.76,0.75,0.95
17,Cancer 62 Day Waiting Times,NHS Fife,01/06/2018 00:00,TRUE,0.76,0.88,0.95
17,Cancer 62 Day Waiting Times,NHS Fife,01/07/2018 00:00,TRUE,0.90,0.80,0.95
17,Cancer 62 Day Waiting Times,NHS Fife,01/08/2018 00:00,TRUE,0.67,0.82,0.95
17,Cancer 62 Day Waiting Times,NHS Fife,01/09/2018 00:00,FALSE,0.96,0.85,0.95
17,Cancer 62 Day Waiting Times,NHS Fife,01/10/2018 00:00,FALSE,0.99,1.00,0.95
17,Cancer 62 Day Waiting Times,NHS Fife,01/11/2018 00:00,TRUE,0.68,0.99,0.95
17,Cancer 62 Day Waiting Times,NHS Fife,01/12/2018 00:00,TRUE,0.68,0.94,0.95
31,Inpatient or Day Case 12 Week Waiting Times (completed),NHS Fife,01/01/2017 00:00,TRUE,0.78,0.76,1
31,Inpatient or Day Case 12 Week Waiting Times (completed),NHS Fife,01/02/2017 00:00,TRUE,0.88,0.98,1
31,Inpatient or Day Case 12 Week Waiting Times (completed),NHS Fife,01/03/2017 00:00,TRUE,0.99,0.70,1
31,Inpatient or Day Case 12 Week Waiting Times (completed),NHS Fife,01/04/2017 00:00,TRUE,0.66,0.81,1
31,Inpatient or Day Case 12 Week Waiting Times (completed),NHS Fife,01/05/2017 00:00,TRUE,0.94,0.64,1
31,Inpatient or Day Case 12 Week Waiting Times (completed),NHS Fife,01/06/2017 00:00,TRUE,0.91,0.63,1
31,Inpatient or Day Case 12 Week Waiting Times (completed),NHS Fife,01/07/2017 00:00,TRUE,0.65,0.97,1
31,Inpatient or Day Case 12 Week Waiting Times (completed),NHS Fife,01/08/2017 00:00,TRUE,0.78,0.68,1
31,Inpatient or Day Case 12 Week Waiting Times (completed),NHS Fife,01/09/2017 00:00,FALSE,1.00,0.60,1
31,Inpatient or Day Case 12 Week Waiting Times (completed),NHS Fife,01/10/2017 00:00,TRUE,0.98,0.67,1
31,Inpatient or Day Case 12 Week Waiting Times (completed),NHS Fife,01/11/2017 00:00,TRUE,0.99,0.62,1
31,Inpatient or Day Case 12 Week Waiting Times (completed),NHS Fife,01/12/2017 00:00,TRUE,0.91,0.67,1
31,Inpatient or Day Case 12 Week Waiting Times (completed),NHS Fife,01/01/2018 00:00,TRUE,0.91,0.93,1
31,Inpatient or Day Case 12 Week Waiting Times (completed),NHS Fife,01/02/2018 00:00,TRUE,0.80,0.60,1
31,Inpatient or Day Case 12 Week Waiting Times (completed),NHS Fife,01/03/2018 00:00,FALSE,1.00,0.65,1
31,Inpatient or Day Case 12 Week Waiting Times (completed),NHS Fife,01/04/2018 00:00,TRUE,0.84,0.84,1
31,Inpatient or Day Case 12 Week Waiting Times (completed),NHS Fife,01/05/2018 00:00,TRUE,0.62,0.72,1
31,Inpatient or Day Case 12 Week Waiting Times (completed),NHS Fife,01/06/2018 00:00,TRUE,0.79,0.98,1
31,Inpatient or Day Case 12 Week Waiting Times (completed),NHS Fife,01/07/2018 00:00,TRUE,0.66,0.82,1
31,Inpatient or Day Case 12 Week Waiting Times (completed),NHS Fife,01/08/2018 00:00,TRUE,0.63,0.66,1
31,Inpatient or Day Case 12 Week Waiting Times (completed),NHS Fife,01/09/2018 00:00,TRUE,0.96,0.99,1
31,Inpatient or Day Case 12 Week Waiting Times (completed),NHS Fife,01/10/2018 00:00,TRUE,0.62,0.84,1
31,Inpatient or Day Case 12 Week Waiting Times (completed),NHS Fife,01/11/2018 00:00,TRUE,0.91,0.75,1
31,Inpatient or Day Case 12 Week Waiting Times (completed),NHS Fife,01/12/2018 00:00,TRUE,0.94,0.65,1
16,Cancer 31 Day Waiting Times,NHS Forth Valley,01/01/2017 00:00,TRUE,0.63,0.66,0.95
16,Cancer 31 Day Waiting Times,NHS Forth Valley,01/02/2017 00:00,TRUE,0.79,0.79,0.95
16,Cancer 31 Day Waiting Times,NHS Forth Valley,01/03/2017 00:00,TRUE,0.73,0.92,0.95
16,Cancer 31 Day Waiting Times,NHS Forth Valley,01/04/2017 00:00,TRUE,0.71,0.77,0.95
16,Cancer 31 Day Waiting Times,NHS Forth Valley,01/05/2017 00:00,TRUE,0.72,0.94,0.95
16,Cancer 31 Day Waiting Times,NHS Forth Valley,01/06/2017 00:00,TRUE,0.60,0.71,0.95
